NodeID,NodeType,Tier,RadioType,LogEntry
FF01,GWN,3,BACKBONE,"t=4 [PHY] Neighbour count: 3->4"
FF01,GWN,3,BACKBONE,"t=5 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=5 [PHY] Neighbour count: 4->5"
FF01,GWN,3,BACKBONE,"t=6 [PHY] Neighbour count: 5->6"
FF01,GWN,3,BACKBONE,"t=7 [PHY] Neighbour count: 6->7"
FF01,GWN,3,BACKBONE,"t=8 [PHY] Neighbour count: 7->8"
FF01,GWN,3,BACKBONE,"t=12 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=14 [PHY] Neighbour count: 8->9"
FF01,GWN,3,BACKBONE,"t=19 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=19 [PHY] Neighbour count: 9->10"
FF01,GWN,3,BACKBONE,"t=22 [PHY] Neighbour count: 10->11"
FF01,GWN,3,BACKBONE,"t=24 [PHY] Neighbour count: 11->12"
FF01,GWN,3,BACKBONE,"t=26 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=26 [PHY] Neighbour count: 12->13"
FF01,GWN,3,BACKBONE,"t=33 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=34 [PHY] Neighbour count: 13->14"
FF01,GWN,3,BACKBONE,"t=39 [RX] CMD.0 <- FF0E RSSI=0.8"
FF01,GWN,3,BACKBONE,"t=39 [TX] CMD.1 -> FF0E"
FF01,GWN,3,BACKBONE,"t=39 [TX] CMD.1 -> FF0E"
FF01,GWN,3,BACKBONE,"t=39 [STATE] DISCOVERY -> HANDSHAKE"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF0E timeout=6"
FF01,GWN,3,BACKBONE,"t=39 [HANDSHAKE] Lock set with FF0E (timer=6)"
FF01,GWN,3,BACKBONE,"t=40 [PHY] Neighbour count: 14->15"
FF01,GWN,3,BACKBONE,"t=41 [PHY] Neighbour count: 15->16"
FF01,GWN,3,BACKBONE,"t=43 [RX] CMD.2 <- FF0E RSSI=0.8"
FF01,GWN,3,BACKBONE,"[LOCK][REFRESH] partner=FF0E timeout=6"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF0E timeout=6"
FF01,GWN,3,BACKBONE,"t=43 [PARENT] Set parent -> FF0E"
FF01,GWN,3,BACKBONE,"t=44 [RX] CMD.4 <- FF0E RSSI=0.8"
FF01,GWN,3,BACKBONE,"[LOCK][REFRESH] partner=FF0E timeout=6"
FF01,GWN,3,BACKBONE,"t=44 [PHASE] Inherited phaseOffset=1 from parent FF0E"
FF01,GWN,3,BACKBONE,"t=44 [ENC_HELLO] TX: gwCh=0; chCh=0; secCh=0; sn=0 (encrypted)"
FF01,GWN,3,BACKBONE,"t=44 [TX] CMD.5 -> FF0E"
FF01,GWN,3,BACKBONE,"[LOCK][CLEAR][ENC_HELLO_TX] partner=FF0E"
FF01,GWN,3,BACKBONE,"t=44 [HANDSHAKE] Lock cleared (was with FF0E)"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=48 [HANDSHAKE] Lock set with FF08 (timer=6)"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=48 [TX] CMD.0 -> FF08"
FF01,GWN,3,BACKBONE,"t=52 [PHY] Neighbour count: 16->17"
FF01,GWN,3,BACKBONE,"t=54 [ENC_HELLO] TX: gwCh=0; chCh=0; secCh=0; sn=0 (encrypted)"
FF01,GWN,3,BACKBONE,"t=54 [ENC_HELLO] Retry 1/3 sent (next at t=74)"
FF01,GWN,3,BACKBONE,"[LOCK][CLEAR] partner=FF08"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=55 [HANDSHAKE] Lock set with FF08 (timer=6)"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=55 [TX] CMD.0 -> FF08"
FF01,GWN,3,BACKBONE,"t=56 [PHY] Neighbour count: 17->18"
FF01,GWN,3,BACKBONE,"[LOCK][CLEAR] partner=FF08"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=62 [HANDSHAKE] Lock set with FF08 (timer=6)"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF08 timeout=6"
FF01,GWN,3,BACKBONE,"t=62 [TX] CMD.0 -> FF08"
FF01,GWN,3,BACKBONE,"t=62 [PHY] Neighbour count: 18->19"
FF01,GWN,3,BACKBONE,"t=64 [RX] CMD.3 <- FF08 RSSI=0.2"
FF01,GWN,3,BACKBONE,"[LOCK][CLEAR][REJECT] partner=FF08"
FF01,GWN,3,BACKBONE,"t=64 [REJECT] Neighbor FF08 marked REJECT"
FF01,GWN,3,BACKBONE,"t=64 [HANDSHAKE] Lock cleared (was with FF08)"
FF01,GWN,3,BACKBONE,"t=64 [STATE] HANDSHAKE -> SECURE"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF06 timeout=6"
FF01,GWN,3,BACKBONE,"t=65 [HANDSHAKE] Lock set with FF06 (timer=6)"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF06 timeout=6"
FF01,GWN,3,BACKBONE,"t=65 [TX] CMD.0 -> FF06"
FF01,GWN,3,BACKBONE,"t=67 [RX] CMD.3 <- FF06 RSSI=0.0"
FF01,GWN,3,BACKBONE,"[LOCK][CLEAR][REJECT] partner=FF06"
FF01,GWN,3,BACKBONE,"t=67 [REJECT] Neighbor FF06 marked REJECT"
FF01,GWN,3,BACKBONE,"t=67 [HANDSHAKE] Lock cleared (was with FF06)"
FF01,GWN,3,BACKBONE,"t=67 [STATE] HANDSHAKE -> SECURE"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF0D timeout=6"
