NodeID,NodeType,Tier,RadioType,LogEntry
FF01,GWN,3,BACKBONE,"t=4 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=4 [PHY] Neighbour count: 3->4"
FF01,GWN,3,BACKBONE,"t=6 [PHY] Neighbour count: 4->5"
FF01,GWN,3,BACKBONE,"t=7 [PHY] Neighbour count: 5->6"
FF01,GWN,3,BACKBONE,"t=8 [PHY] Neighbour count: 6->7"
FF01,GWN,3,BACKBONE,"t=9 [PHY] Neighbour count: 7->8"
FF01,GWN,3,BACKBONE,"t=10 [PHY] Neighbour count: 8->9"
FF01,GWN,3,BACKBONE,"t=11 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=11 [PHY] Neighbour count: 9->10"
FF01,GWN,3,BACKBONE,"t=15 [PHY] Neighbour count: 10->11"
FF01,GWN,3,BACKBONE,"t=18 [TX] HB.0 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=19 [PHY] Neighbour count: 11->12"
FF01,GWN,3,BACKBONE,"t=23 [PHY] Neighbour count: 12->13"
FF01,GWN,3,BACKBONE,"t=25 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=26 [PHY] Neighbour count: 13->14"
FF01,GWN,3,BACKBONE,"t=32 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=33 [PHY] Neighbour count: 14->15"
FF01,GWN,3,BACKBONE,"t=38 [PHY] Neighbour count: 15->16"
FF01,GWN,3,BACKBONE,"t=39 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=45 [PHY] Neighbour count: 16->17"
FF01,GWN,3,BACKBONE,"t=46 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=47 [PHY] Neighbour count: 17->18"
FF01,GWN,3,BACKBONE,"t=53 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=60 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=67 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=70 [PHY] Neighbour count: 18->19"
FF01,GWN,3,BACKBONE,"t=74 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=77 [PHY] Neighbour count: 19->20"
FF01,GWN,3,BACKBONE,"t=79 [PHY] Neighbour count: 20->21"
FF01,GWN,3,BACKBONE,"t=81 [TX] HB.1 -> <BCAST>"
FF01,GWN,3,BACKBONE,"t=83 [RX] CMD.0 <- FF07 RSSI=1.5"
FF01,GWN,3,BACKBONE,"t=83 [TX] CMD.1 -> FF07"
FF01,GWN,3,BACKBONE,"t=83 [TX] CMD.1 -> FF07"
FF01,GWN,3,BACKBONE,"t=83 [STATE] DISCOVERY -> HANDSHAKE"
FF01,GWN,3,BACKBONE,"[LOCK][SET] partner=FF07 timeout=6"
