HexID,Parent,Route,LocalKey,CHCount,SNCount,GWChildren,CHChildren,SecondaryChildren,LastUpdate
FF0A,FF03,"FF03 -> FF0A",A108167709CF4F3C,0,0,[FF08],[],[],177
FF0C,FF03,"FF03 -> FF0C",A708167709CF4F3C,0,0,[FF07],[],[],194
FF08,FF0A,"FF03 -> FF0A -> FF08",A3081F7709CF4F3C,0,0,[FF01],[],[],208
FF07,FF0C,"FF03 -> FF0C -> FF07",,0,0,[],[],[],74
FF01,FF08,"FF03 -> FF0A -> FF08 -> FF01",AA081D7709CF4F3C,0,0,[FF0B],[],[],225
FF0B,FF01,"FF03 -> FF0A -> FF08 -> FF01 -> FF0B",A008147709CF4F3C,0,0,[FF02],[],[],238
FF02,FF0B,"FF03 -> FF0A -> FF08 -> FF01 -> FF0B -> FF02",A9081E7709CF4F3C,0,0,[FF06],[],[],231
FF09,FF05,"FF05 -> FF09",A208107709CF4F3C,0,0,[FF04],[],[],221
FF04,FF09,"FF05 -> FF09 -> FF04",AF081C7709CF4F3C,1,0,[],[AA01],[],243
FF06,FF02,"FF03 -> FF0A -> FF08 -> FF01 -> FF0B -> FF02 -> FF06",AD08177709CF4F3C,1,0,[],[AA01],[],245
AA01,FF06,"FF03 -> FF0A -> FF08 -> FF01 -> FF0B -> FF02 -> FF06 -> AA01",,0,0,[],[],[],244
AA07,FF0B,"FF03 -> FF0A -> FF08 -> FF01 -> FF0B -> AA07",,0,0,[],[],[],249
